City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
604,Chifeng,CN,77.4,overcast clouds,42.2683,118.9636,Junyu Tiancheng Hotel
606,Manadhoo,MV,80.08,overcast clouds,5.7667,73.3833,Bon Abri maldives
607,Terrace,CA,87.71,few clouds,54.5163,-128.6035,Northern Motor Inn
608,Godda,IN,93.9,scattered clouds,24.8333,87.2167,HOTEL TUSH TAYA RESIDENCY
612,Srivardhan,IN,82.45,overcast clouds,18.0333,73.0167,Savli Resort/Hotel - Shrivardhan
613,Santarem,BR,75.33,clear sky,-2.4431,-54.7083,Hotel Imperador
614,Buzmeyin,TM,83.93,scattered clouds,38.0507,58.2056,
615,Scottsboro,US,81.55,broken clouds,34.6723,-86.0341,Budget Inn
617,Calamar,CO,73.81,overcast clouds,10.2511,-74.9146,Hostal Katyalex
618,Tukrah,LY,76.98,clear sky,32.5341,20.5791,Lagrota restaurant
622,Kununurra,AU,84.18,clear sky,-15.7667,128.7333,Hotel Kununurra
623,Isabela,PH,87.85,overcast clouds,6.7085,121.9711,Isawad Resort
624,Russell,US,80.91,clear sky,32.3502,-85.1999,Macs
627,Maku,IR,73.29,clear sky,39.2911,44.4521,Maku Tourist Hotel
628,Matara,LK,81.18,light rain,5.9485,80.5353,Amaloh Boutique Resort
630,Xining,CN,73.26,clear sky,36.6167,101.7667,Super Leisure Hotel
631,Marawi,PH,82.4,overcast clouds,7.9986,124.2928,Derogongan Residence
632,Sao Filipe,CV,77.76,clear sky,14.8961,-24.4956,Hotel Xaguate
639,Catia La Mar,VE,71.8,scattered clouds,10.6038,-67.0303,HOTEL PLAYA GRANDE CARIBE
640,Porto Santo,PT,70.18,scattered clouds,33.072,-16.3415,Hotel Porto Santo & Spa
644,Harper,LR,74.28,overcast clouds,4.375,-7.7169,Screensaver
646,Danilovka,RU,75.81,scattered clouds,50.3557,44.1168,
649,Mangrol,IN,82.67,scattered clouds,21.1167,70.1167,Hotel The Royal Honours
650,Nyurba,RU,87.04,clear sky,63.2842,118.3319,"Гостиница ""Comfort"""
651,Fonte Boa,BR,77.09,overcast clouds,-2.4959,-66.2662,
652,Lyndon,US,73.65,broken clouds,38.2567,-85.6016,SpringHill Suites by Marriott Louisville Hurstbourne/North
655,Urusha,RU,76.93,clear sky,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
656,Zeya,RU,79.34,overcast clouds,53.75,127.2667,Kapital Inn
657,Saint-Georges,GD,79.45,clear sky,12.0564,-61.7485,Radisson Grenada Beach Resort
658,Marsa Matruh,EG,73.6,clear sky,31.3525,27.2453,Beau Site
661,Kota Tinggi,MY,88.03,broken clouds,1.7381,103.8999,Canopy Tribe
664,Omboue,GA,70.05,broken clouds,-1.5746,9.2618,Hotel Olako
667,Kutulik,RU,70.12,light rain,53.3508,102.7839,
668,Ambagarh Chauki,IN,85.01,overcast clouds,20.7833,80.7167,गाँधी चौक शांति भवन सोनसाय टोला
670,Makakilo City,US,84.52,few clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
671,Xichang,CN,79.25,scattered clouds,27.8964,102.2634,Xichang ibis Hotel
674,Rye Brook,US,82.85,clear sky,41.0193,-73.6835,Courtyard by Marriott Rye
678,Ponta Delgada,PT,72.32,broken clouds,37.7333,-25.6667,Vila Nova Hotel
680,Harlingen,US,84.11,clear sky,26.1906,-97.6961,Courtyard by Marriott Harlingen
681,Bac Lieu,VN,87.46,few clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
682,Totness,SR,76.87,broken clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
683,Chingirlau,KZ,73.74,broken clouds,51.095,54.0814,Хостыл Аққу
684,Mahalingpur,IN,83.3,overcast clouds,16.3833,75.1167,Shree Siddivinayak Idlli Center 2
687,Tamandare,BR,73.22,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
690,Aden,YE,83.53,few clouds,12.7794,45.0367,Sama Emirate Hotel
691,Teknaf,BD,86.86,overcast clouds,20.8624,92.3058,Forestry Guesthouse
692,Samarai,PG,79.18,broken clouds,-10.6167,150.6667,Nuli Sapi
694,Puerto Ayacucho,VE,72.81,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
695,Fethiye,TR,71.47,clear sky,36.6217,29.1164,Club & Hotel Letoonia
697,Lufilufi,WS,89.38,few clouds,-13.8745,-171.5986,Leuaina Beach Resort and Spa
701,Mogadishu,SO,76.87,broken clouds,2.0371,45.3438,Hotel Juba
702,Tabou,CI,74.21,broken clouds,4.423,-7.3528,hotêl doufoulougou
703,Barkhan,PK,79.34,overcast clouds,29.8977,69.5256,Sardar
704,Panaba,MX,78.24,broken clouds,21.2833,-88.2667,Hotel Don Fernando
